Heraclion 35.3261 25.1194 2
Iraklio 35.3261 25.1194 2
Sofia 42.697708 23.321867 2
Inverness 57.4671 -4.2333 0
Elhovo 42.1207 26.6205 2
Irakleio 35.3261 25.1194 2
Yambol 42.492603 26.501442 2
